Batch,ServerUtilization,LossRatio,AvgNumInQueue,AvgDelayInQueue
116,0.370612,0.386,0,-1.
117,0.388078,0.388,0,-1.
118,0.390838,0.381,0,-1.
119,0.355497,0.362,0,-1.
120,0.366269,0.379,0,-1.
121,0.378174,0.351,0,-1.
122,0.354097,0.376,0,-1.
123,0.378245,0.384,0,-1.
124,0.369938,0.342,0,-1.
125,0.389253,0.398,0,-1.
126,0.36831,0.385,0,-1.
127,0.36463,0.39,0,-1.
128,0.364473,0.351,0,-1.
129,0.373156,0.379,0,-1.
130,0.383033,0.389,0,-1.
131,0.379054,0.386,0,-1.
132,0.371193,0.399,0,-1.
133,0.380188,0.367,0,-1.
134,0.387656,0.387,0,-1.
135,0.372289,0.37,0,-1.
136,0.368455,0.379,0,-1.
137,0.375556,0.399,0,-1.
138,0.371381,0.352,0,-1.
139,0.382879,0.409,0,-1.
140,0.399507,0.359,0,-1.
141,0.350858,0.374,0,-1.
142,0.376446,0.373,0,-1.
143,0.364676,0.338,0,-1.
144,0.369239,0.381,0,-1.
145,0.373129,0.382,0,-1.
146,0.36258,0.344,0,-1.
147,0.369796,0.362,0,-1.
148,0.379978,0.377,0,-1.
149,0.36752,0.344,0,-1.
150,0.385413,0.381,0,-1.
151,0.393093,0.382,0,-1.
152,0.39851,0.387,0,-1.
153,0.376391,0.36,0,-1.
154,0.385968,0.37,0,-1.
155,0.352903,0.352,0,-1.
156,0.366119,0.358,0,-1.
157,0.372205,0.387,0,-1.
158,0.380919,0.366,0,-1.
159,0.373482,0.365,0,-1.
160,0.396288,0.38,0,-1.
161,0.372236,0.375,0,-1.
162,0.401949,0.391,0,-1.
163,0.360236,0.365,0,-1.
164,0.385318,0.363,0,-1.
165,0.364689,0.396,0,-1.
166,0.377493,0.359,0,-1.
167,0.396902,0.395,0,-1.
168,0.374669,0.39,0,-1.
169,0.383227,0.355,0,-1.
170,0.370114,0.357,0,-1.
171,0.372905,0.383,0,-1.
172,0.388728,0.362,0,-1.
173,0.357421,0.354,0,-1.
174,0.366086,0.367,0,-1.
175,0.379687,0.387,0,-1.
176,0.397764,0.391,0,-1.
177,0.381734,0.381,0,-1.
178,0.349789,0.358,0,-1.
179,0.380927,0.366,0,-1.
180,0.377191,0.39,0,-1.
181,0.374051,0.366,0,-1.
182,0.380289,0.37,0,-1.
183,0.369795,0.385,0,-1.
184,0.374622,0.377,0,-1.
185,0.363843,0.357,0,-1.
186,0.371894,0.382,0,-1.
187,0.382597,0.361,0,-1.
188,0.384046,0.384,0,-1.
189,0.343722,0.344,0,-1.
190,0.375199,0.382,0,-1.
191,0.374853,0.403,0,-1.
192,0.369128,0.374,0,-1.
193,0.366401,0.37,0,-1.
194,0.384743,0.397,0,-1.
195,0.39222,0.407,0,-1.
196,0.385588,0.392,0,-1.
197,0.350883,0.359,0,-1.
198,0.376232,0.368,0,-1.
199,0.360913,0.365,0,-1.
200,0.379054,0.382,0,-1.
201,0.363982,0.387,0,-1.
202,0.365072,0.377,0,-1.
203,0.364516,0.38,0,-1.
204,0.372426,0.352,0,-1.
205,0.360891,0.378,0,-1.
206,0.397004,0.411,0,-1.
207,0.370603,0.389,0,-1.
208,0.367057,0.36,0,-1.
209,0.382886,0.393,0,-1.
210,0.366953,0.376,0,-1.
211,0.377217,0.367,0,-1.
212,0.382539,0.372,0,-1.
213,0.396563,0.392,0,-1.
214,0.374397,0.392,0,-1.
215,0.378575,0.344,0,-1.
216,0.367276,0.351,0,-1.
217,0.3584,0.36,0,-1.
218,0.371638,0.378,0,-1.
219,0.394131,0.375,0,-1.
220,0.386849,0.378,0,-1.
221,0.398845,0.401,0,-1.
222,0.352879,0.369,0,-1.
223,0.358162,0.353,0,-1.
224,0.369335,0.387,0,-1.
225,0.361651,0.379,0,-1.
226,0.38226,0.378,0,-1.
227,0.377357,0.399,0,-1.
228,0.378448,0.408,0,-1.
229,0.363618,0.372,0,-1.
230,0.361008,0.368,0,-1.
231,0.376865,0.373,0,-1.
232,0.384372,0.377,0,-1.
233,0.380091,0.372,0,-1.
234,0.390034,0.369,0,-1.
235,0.37135,0.38,0,-1.
236,0.384503,0.384,0,-1.
237,0.377941,0.356,0,-1.
238,0.376843,0.383,0,-1.
239,0.352697,0.342,0,-1.
240,0.394137,0.379,0,-1.
241,0.386807,0.387,0,-1.
242,0.368996,0.364,0,-1.
243,0.375174,0.384,0,-1.
244,0.374301,0.367,0,-1.
245,0.366277,0.35,0,-1.
246,0.361741,0.378,0,-1.
247,0.387806,0.368,0,-1.
248,0.36512,0.357,0,-1.
249,0.375947,0.381,0,-1.
250,0.402644,0.404,0,-1.
251,0.377745,0.375,0,-1.
252,0.367577,0.366,0,-1.
253,0.372877,0.371,0,-1.
254,0.367847,0.384,0,-1.
255,0.397597,0.377,0,-1.
256,0.37473,0.376,0,-1.
257,0.383138,0.389,0,-1.
258,0.379058,0.375,0,-1.
259,0.396558,0.363,0,-1.
260,0.386919,0.391,0,-1.
261,0.371556,0.377,0,-1.
262,0.361592,0.379,0,-1.
263,0.38895,0.377,0,-1.
264,0.364933,0.374,0,-1.
265,0.354022,0.365,0,-1.
266,0.364361,0.372,0,-1.
267,0.375492,0.344,0,-1.
268,0.394398,0.393,0,-1.
269,0.364648,0.366,0,-1.
270,0.36395,0.375,0,-1.
271,0.397866,0.374,0,-1.
272,0.366552,0.376,0,-1.
273,0.380202,0.371,0,-1.
274,0.374065,0.375,0,-1.
275,0.376932,0.394,0,-1.
276,0.35675,0.367,0,-1.
277,0.400877,0.393,0,-1.
278,0.394249,0.4,0,-1.
279,0.379512,0.362,0,-1.
280,0.385608,0.388,0,-1.
281,0.363737,0.382,0,-1.
282,0.373582,0.363,0,-1.
283,0.389926,0.38,0,-1.
284,0.372525,0.394,0,-1.
285,0.407534,0.384,0,-1.
286,0.370543,0.368,0,-1.
287,0.368352,0.359,0,-1.
288,0.378626,0.404,0,-1.
289,0.370672,0.375,0,-1.
290,0.370183,0.382,0,-1.
291,0.393501,0.396,0,-1.
292,0.396143,0.373,0,-1.
293,0.390243,0.386,0,-1.
294,0.3707,0.376,0,-1.
295,0.370424,0.365,0,-1.
296,0.396996,0.395,0,-1.
297,0.35341,0.364,0,-1.
298,0.365075,0.367,0,-1.
299,0.369396,0.398,0,-1.
300,0.358866,0.37,0,-1.
301,0.380117,0.372,0,-1.
302,0.369131,0.375,0,-1.
303,0.388368,0.383,0,-1.
304,0.394807,0.381,0,-1.
305,0.37074,0.347,0,-1.
306,0.367927,0.368,0,-1.
307,0.378073,0.369,0,-1.
308,0.353262,0.377,0,-1.
309,0.38515,0.367,0,-1.
310,0.372388,0.372,0,-1.
311,0.3917,0.392,0,-1.
312,0.360831,0.365,0,-1.
313,0.370315,0.39,0,-1.
314,0.387475,0.393,0,-1.
315,0.372908,0.355,0,-1.
316,0.378164,0.358,0,-1.
317,0.394027,0.372,0,-1.
318,0.373719,0.36,0,-1.
319,0.385092,0.397,0,-1.
320,0.397076,0.379,0,-1.
321,0.352924,0.369,0,-1.
322,0.377985,0.372,0,-1.
323,0.372932,0.368,0,-1.
324,0.385035,0.394,0,-1.
325,0.37313,0.396,0,-1.
326,0.377043,0.348,0,-1.
327,0.385096,0.378,0,-1.
328,0.364271,0.385,0,-1.
329,0.380216,0.385,0,-1.
330,0.373971,0.374,0,-1.
331,0.380258,0.363,0,-1.
332,0.363363,0.36,0,-1.
333,0.355373,0.376,0,-1.
334,0.376022,0.373,0,-1.
335,0.38346,0.374,0,-1.
336,0.359588,0.373,0,-1.
337,0.370994,0.401,0,-1.
338,0.369922,0.345,0,-1.
339,0.369313,0.371,0,-1.
340,0.342467,0.368,0,-1.
341,0.373699,0.383,0,-1.
342,0.362231,0.38,0,-1.
343,0.368174,0.393,0,-1.
344,0.392019,0.379,0,-1.
345,0.38018,0.379,0,-1.
346,0.382659,0.396,0,-1.
347,0.395136,0.386,0,-1.
348,0.376971,0.398,0,-1.
349,0.379864,0.398,0,-1.
350,0.364343,0.332,0,-1.
351,0.360085,0.387,0,-1.
352,0.391741,0.373,0,-1.
353,0.377572,0.384,0,-1.
354,0.363822,0.379,0,-1.
355,0.380062,0.365,0,-1.
356,0.373137,0.376,0,-1.
357,0.373617,0.339,0,-1.
358,0.379545,0.367,0,-1.
359,0.369101,0.379,0,-1.
360,0.373286,0.388,0,-1.
361,0.363444,0.362,0,-1.
362,0.401152,0.41,0,-1.
363,0.371868,0.393,0,-1.
364,0.388871,0.395,0,-1.
365,0.362564,0.382,0,-1.
366,0.372745,0.371,0,-1.
367,0.355543,0.376,0,-1.
368,0.377711,0.408,0,-1.
369,0.372544,0.391,0,-1.
370,0.379054,0.366,0,-1.
371,0.384431,0.367,0,-1.
372,0.388178,0.383,0,-1.
373,0.346246,0.37,0,-1.
374,0.379353,0.384,0,-1.
375,0.368512,0.368,0,-1.
376,0.38578,0.382,0,-1.
377,0.368422,0.371,0,-1.
378,0.394102,0.371,0,-1.
379,0.404397,0.372,0,-1.
380,0.378949,0.378,0,-1.
381,0.37393,0.394,0,-1.
382,0.375506,0.394,0,-1.
383,0.360744,0.371,0,-1.
384,0.3804,0.376,0,-1.
385,0.389657,0.373,0,-1.
386,0.364379,0.362,0,-1.
387,0.376833,0.384,0,-1.
388,0.366102,0.362,0,-1.
389,0.352535,0.361,0,-1.
390,0.360487,0.393,0,-1.
391,0.389159,0.392,0,-1.
392,0.36521,0.38,0,-1.
393,0.368444,0.375,0,-1.
394,0.379416,0.391,0,-1.
395,0.370088,0.366,0,-1.
396,0.332085,0.368,0,-1.
397,0.358165,0.355,0,-1.
398,0.36758,0.384,0,-1.
399,0.390764,0.387,0,-1.
400,0.373584,0.355,0,-1.

Summary Measures (across all batches)
Server Utilization,0.375452	+/- 0.00123733	(0.329559 %)
Loss/Blocking Probability,0.375292	+/- 0.00145098	(0.386626 %)
Average Number in Queue,0	+/- 0	(-1.#IND %)
Average Delay of Queued Arrivals,-1.#IND	+/- -1.#IND	(-1.#IND %)
